TABLE=026 | AREA=Xã Xuân Thành | SECTION=non-agricultural | SEGMENTS=1
P=0990 | X=0111.890-0149.720 | Y=0402.600-0413.840 | xi măng:
P=0990 | X=0111.890-0353.000 | Y=0420.120-0431.360 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0990 | X=0111.890-0154.030 | Y=0433.520-0442.840 | >1.000m.
P=0990 | X=0111.890-0335.530 | Y=0449.180-0460.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0990 | X=0230.980-0288.670 | Y=0466.940-0478.180 | Đường Xuân
P=0990 | X=0306.360-0382.910 | Y=0466.940-0478.180 | Đường trung tâm
P=0990 | X=0111.890-0218.560 | Y=0472.700-0483.940 | Đường Láng Tre - Xuân
P=0990 | X=0230.980-0293.720 | Y=0478.220-0489.460 | Trường - Suối
P=0990 | X=0306.360-0384.900 | Y=0478.220-0489.460 | xã Suối Cao cũ đi
P=0990 | X=0092.180-0108.820 | Y=0480.100-0489.420 | 148
P=0990 | X=0400.460-0425.510 | Y=0480.100-0489.420 | 1.200
P=0990 | X=0445.610-0462.250 | Y=0480.100-0489.420 | 840
P=0990 | X=0505.390-0522.030 | Y=0480.100-0489.420 | 720
P=0990 | X=0111.890-0140.300 | Y=0485.860-0495.180 | Thành
P=0990 | X=0230.980-0249.310 | Y=0491.620-0500.940 | Cao
P=0990 | X=0306.360-0335.720 | Y=0491.620-0500.940 | cao su
P=0990 | X=0111.890-0385.180 | Y=0507.500-0518.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Láng
P=0990 | X=0111.890-0374.610 | Y=0519.020-0530.260 | Tre - Xuân Thành đoạn từ Đường Xuân Trường - Suối Cao
P=0990 | X=0111.890-0382.310 | Y=0530.540-0541.780 | đến Đường trung tâm xã Suối Cao cũ đi cao su có hiện trạng
P=0990 | X=0111.890-0258.220 | Y=0542.090-0553.330 | là đường nhựa, bê tông xi măng:
P=0990 | X=0092.180-0108.820 | Y=0549.970-0559.290 | 149
P=0990 | X=0408.620-0425.260 | Y=0549.970-0559.290 | 590
P=0990 | X=0445.610-0462.250 | Y=0549.970-0559.290 | 410
P=0990 | X=0505.390-0522.030 | Y=0549.970-0559.290 | 350
P=0990 | X=0111.890-0342.970 | Y=0559.610-0570.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0990 | X=0111.890-0353.000 | Y=0577.130-0588.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0990 | X=0111.890-0145.410 | Y=0588.650-0599.890 | ≤500m.
P=0990 | X=0111.890-0385.180 | Y=0606.410-0617.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Láng
P=0990 | X=0111.890-0374.610 | Y=0617.950-0629.190 | Tre - Xuân Thành đoạn từ Đường Xuân Trường - Suối Cao
P=0990 | X=0111.890-0382.310 | Y=0629.470-0640.710 | đến Đường trung tâm xã Suối Cao cũ đi cao su có hiện trạng
P=0990 | X=0111.890-0258.220 | Y=0640.750-0651.990 | là đường nhựa, bê tông xi măng:
P=0990 | X=0092.180-0343.440 | Y=0657.510-0669.510 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0990 | X=0408.620-0425.260 | Y=0657.510-0666.830 | 530
P=0990 | X=0445.610-0462.250 | Y=0657.510-0666.830 | 370
P=0990 | X=0505.390-0522.030 | Y=0657.510-0666.830 | 320
P=0990 | X=0111.890-0365.200 | Y=0675.790-0687.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0990 | X=0111.890-0206.840 | Y=0687.310-0698.550 | >500m đến ≤1.000m.
P=0990 | X=0111.890-0335.060 | Y=0704.850-0716.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0991 | X=0111.890-0385.180 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Láng
P=0991 | X=0111.890-0374.610 | Y=0090.020-0101.260 | Tre - Xuân Thành đoạn từ Đường Xuân Trường - Suối Cao
P=0991 | X=0111.890-0382.310 | Y=0101.540-0112.780 | đến Đường trung tâm xã Suối Cao cũ đi cao su có hiện trạng
P=0991 | X=0111.890-0258.220 | Y=0113.060-0124.300 | là đường nhựa, bê tông xi măng:
P=0991 | X=0092.180-0108.820 | Y=0120.970-0130.290 | 151
P=0991 | X=0408.620-0425.260 | Y=0120.970-0130.290 | 400
P=0991 | X=0445.610-0462.250 | Y=0120.970-0130.290 | 280
P=0991 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 240
P=0991 | X=0111.890-0353.000 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0991 | X=0111.890-0154.030 | Y=0144.010-0153.330 | >1.000m.
P=0991 | X=0111.890-0335.530 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0991 | X=0111.890-0385.400 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0991 | X=0111.890-0359.250 | Y=0188.690-0199.930 | ra Đường Láng Tre - Xuân Thành đoạn từ Đường Xuân
P=0991 | X=0111.890-0375.790 | Y=0200.230-0211.470 | Trường - Suối Cao đến Đường trung tâm xã Suối Cao cũ đi
P=0991 | X=0111.890-0351.150 | Y=0211.750-0222.990 | cao su có hiện trạng là đường nhựa, bê tông xi măng:
P=0991 | X=0092.180-0108.820 | Y=0219.630-0228.950 | 152
P=0991 | X=0408.620-0425.260 | Y=0219.630-0228.950 | 530
P=0991 | X=0445.610-0462.250 | Y=0219.630-0228.950 | 370
P=0991 | X=0505.390-0522.030 | Y=0219.630-0228.950 | 330
P=0991 | X=0111.890-0342.970 | Y=0229.270-0240.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0991 | X=0111.890-0353.000 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0991 | X=0111.890-0145.410 | Y=0258.310-0269.550 | ≤500m.
P=0991 | X=0111.890-0385.400 | Y=0276.070-0287.310 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0991 | X=0111.890-0359.250 | Y=0287.620-0298.860 | ra Đường Láng Tre - Xuân Thành đoạn từ Đường Xuân
P=0991 | X=0111.890-0375.790 | Y=0299.140-0310.380 | Trường - Suối Cao đến Đường trung tâm xã Suối Cao cũ đi
P=0991 | X=0111.890-0351.130 | Y=0310.660-0321.900 | cao su có hiện trạng là đường nhựa, bê tông xi măng:
P=0991 | X=0092.180-0343.440 | Y=0327.180-0339.180 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0991 | X=0408.620-0425.260 | Y=0327.180-0336.500 | 480
P=0991 | X=0445.610-0462.250 | Y=0327.180-0336.500 | 340
P=0991 | X=0505.390-0522.030 | Y=0327.180-0336.500 | 290
P=0991 | X=0111.890-0365.200 | Y=0345.460-0356.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0991 | X=0111.890-0206.840 | Y=0356.980-0368.220 | >500m đến ≤1.000m.
P=0991 | X=0111.890-0335.080 | Y=0374.520-0385.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0991 | X=0111.890-0385.400 | Y=0392.280-0403.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0991 | X=0111.890-0359.250 | Y=0403.800-0415.040 | ra Đường Láng Tre - Xuân Thành đoạn từ Đường Xuân
P=0991 | X=0111.890-0375.790 | Y=0415.320-0426.560 | Trường - Suối Cao đến Đường trung tâm xã Suối Cao cũ đi
P=0991 | X=0111.890-0351.130 | Y=0426.840-0438.080 | cao su có hiện trạng là đường nhựa, bê tông xi măng:
P=0991 | X=0092.180-0108.820 | Y=0434.720-0444.040 | 154
P=0991 | X=0408.620-0425.260 | Y=0434.720-0444.040 | 360
P=0991 | X=0445.610-0462.250 | Y=0434.720-0444.040 | 250
P=0991 | X=0505.390-0522.030 | Y=0434.720-0444.040 | 220
P=0991 | X=0111.890-0353.000 | Y=0444.360-0455.600 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0991 | X=0111.890-0154.030 | Y=0457.780-0467.100 | >1.000m.
P=0991 | X=0111.890-0335.530 | Y=0473.420-0484.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0991 | X=0230.980-0288.670 | Y=0491.180-0502.420 | Đường Xuân
P=0991 | X=0306.360-0364.050 | Y=0491.180-0502.420 | Đường Xuân
P=0991 | X=0092.180-0278.340 | Y=0502.460-0513.700 | 155 Đường Gia Tỵ - Suối Cao Lộc - Long
P=0991 | X=0306.360-0369.100 | Y=0502.460-0513.700 | Trường - Suối
P=0991 | X=0400.460-0425.510 | Y=0504.340-0513.660 | 1.700
P=0991 | X=0437.450-0462.500 | Y=0504.340-0513.660 | 1.200
P=0991 | X=0497.230-0522.280 | Y=0504.340-0513.660 | 1.000
P=0991 | X=0230.980-0259.870 | Y=0515.860-0525.180 | Khánh
P=0991 | X=0306.360-0324.690 | Y=0515.860-0525.180 | Cao
P=0991 | X=0111.890-0378.670 | Y=0531.740-0542.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Gia
P=0991 | X=0111.890-0371.990 | Y=0543.290-0554.530 | Tỵ - Suối Cao đoạn từ Đường Xuân Lộc - Long Khánh đến
P=0991 | X=0111.890-0360.200 | Y=0554.810-0566.050 | Đường Xuân Trường - Suối Cao có hiện trạng là đường
P=0991 | X=0111.890-0215.000 | Y=0566.330-0577.570 | nhựa, bê tông xi măng:
P=0991 | X=0092.180-0108.820 | Y=0574.210-0583.530 | 156
P=0991 | X=0408.620-0425.260 | Y=0574.210-0583.530 | 860
P=0991 | X=0445.610-0462.250 | Y=0574.210-0583.530 | 600
P=0991 | X=0505.390-0522.030 | Y=0574.210-0583.530 | 520
P=0991 | X=0111.890-0342.970 | Y=0583.850-0595.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0991 | X=0111.890-0353.000 | Y=0601.370-0612.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0991 | X=0111.890-0145.410 | Y=0612.890-0624.130 | ≤500m.
P=0991 | X=0111.890-0378.670 | Y=0630.670-0641.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Gia
P=0991 | X=0111.890-0371.990 | Y=0642.190-0653.430 | Tỵ - Suối Cao đoạn từ Đường Xuân Lộc - Long Khánh đến
P=0991 | X=0111.890-0360.200 | Y=0653.710-0664.950 | Đường Xuân Trường - Suối Cao có hiện trạng là đường
P=0991 | X=0092.180-0215.000 | Y=0665.230-0676.670 | 157 nhựa, bê tông xi măng:
P=0991 | X=0408.620-0425.260 | Y=0667.350-0676.670 | 660
P=0991 | X=0445.610-0462.250 | Y=0667.350-0676.670 | 460
P=0991 | X=0505.390-0522.030 | Y=0667.350-0676.670 | 400
P=0991 | X=0111.890-0343.440 | Y=0682.510-0693.750 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0991 | X=0111.890-0365.200 | Y=0700.050-0711.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0992 | X=0111.890-0206.840 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=0992 | X=0111.890-0335.060 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0992 | X=0111.890-0378.670 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Gia
P=0992 | X=0111.890-0371.990 | Y=0119.330-0130.570 | Tỵ - Suối Cao đoạn từ Đường Xuân Lộc - Long Khánh đến
P=0992 | X=0111.890-0360.200 | Y=0130.850-0142.090 | Đường Xuân Trường - Suối Cao có hiện trạng là đường
P=0992 | X=0111.890-0215.000 | Y=0142.370-0153.610 | nhựa, bê tông xi măng:
P=0992 | X=0092.180-0108.820 | Y=0150.250-0159.570 | 158
P=0992 | X=0408.620-0425.260 | Y=0150.250-0159.570 | 530
P=0992 | X=0445.610-0462.250 | Y=0150.250-0159.570 | 370
P=0992 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 320
P=0992 | X=0111.890-0353.000 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0992 | X=0111.890-0154.030 | Y=0173.050-0182.370 | >1.000m.
P=0992 | X=0111.890-0335.530 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0992 | X=0111.890-0385.400 | Y=0206.470-0217.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0992 | X=0111.890-0385.420 | Y=0217.990-0229.230 | ra Đường Gia Tỵ - Suối Cao đoạn từ Đường Xuân Lộc - Long
P=0992 | X=0111.890-0378.930 | Y=0229.510-0240.750 | Khánh đến Đường Xuân Trường - Suối Cao có hiện trạng là
P=0992 | X=0111.890-0247.660 | Y=0241.030-0252.270 | đường nhựa, bê tông xi măng:
P=0992 | X=0092.180-0108.820 | Y=0248.910-0258.230 | 159
P=0992 | X=0408.620-0425.260 | Y=0248.910-0258.230 | 770
P=0992 | X=0445.610-0462.250 | Y=0248.910-0258.230 | 540
P=0992 | X=0505.390-0522.030 | Y=0248.910-0258.230 | 460
P=0992 | X=0111.890-0342.970 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0992 | X=0111.890-0353.000 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0992 | X=0111.890-0145.410 | Y=0287.620-0298.860 | ≤500m.
P=0992 | X=0111.890-0385.400 | Y=0305.380-0316.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0992 | X=0111.890-0385.420 | Y=0316.900-0328.140 | ra Đường Gia Tỵ - Suối Cao đoạn từ Đường Xuân Lộc - Long
P=0992 | X=0111.890-0378.930 | Y=0328.420-0339.660 | Khánh đến Đường Xuân Trường - Suối Cao có hiện trạng là
P=0992 | X=0111.890-0247.660 | Y=0339.700-0350.940 | đường nhựa, bê tông xi măng:
P=0992 | X=0092.180-0343.440 | Y=0356.460-0368.460 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0992 | X=0408.620-0425.260 | Y=0356.460-0365.780 | 590
P=0992 | X=0445.610-0462.250 | Y=0356.460-0365.780 | 410
P=0992 | X=0505.390-0522.030 | Y=0356.460-0365.780 | 350
P=0992 | X=0111.890-0365.200 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0992 | X=0111.890-0206.840 | Y=0386.280-0397.520 | >500m đến ≤1.000m.
P=0992 | X=0111.890-0335.060 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0992 | X=0111.890-0385.400 | Y=0421.560-0432.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0992 | X=0111.890-0385.420 | Y=0433.080-0444.320 | ra Đường Gia Tỵ - Suối Cao đoạn từ Đường Xuân Lộc - Long
P=0992 | X=0111.890-0378.930 | Y=0444.600-0455.840 | Khánh đến Đường Xuân Trường - Suối Cao có hiện trạng là
P=0992 | X=0111.890-0247.660 | Y=0456.140-0467.380 | đường nhựa, bê tông xi măng:
P=0992 | X=0092.180-0108.820 | Y=0464.020-0473.340 | 161
P=0992 | X=0408.620-0425.260 | Y=0464.020-0473.340 | 480
P=0992 | X=0445.610-0462.250 | Y=0464.020-0473.340 | 340
P=0992 | X=0505.390-0522.030 | Y=0464.020-0473.340 | 290
P=0992 | X=0111.890-0353.000 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0992 | X=0111.890-0154.030 | Y=0487.060-0496.380 | >1.000m.
P=0992 | X=0111.890-0335.530 | Y=0502.460-0513.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0992 | X=0111.890-0219.750 | Y=0520.220-0531.460 | Đường Xuân Lộc - Long
P=0992 | X=0306.360-0358.270 | Y=0522.100-0531.420 | Hết ranh xã
P=0992 | X=0092.180-0108.820 | Y=0527.860-0537.180 | 162
P=0992 | X=0230.980-0284.500 | Y=0527.860-0537.180 | Cầu gió bay
P=0992 | X=0400.460-0425.510 | Y=0527.860-0537.180 | 2.000
P=0992 | X=0437.450-0462.500 | Y=0527.860-0537.180 | 1.400
P=0992 | X=0497.230-0522.280 | Y=0527.860-0537.180 | 1.200
P=0992 | X=0111.890-0140.780 | Y=0533.620-0542.940 | Khánh
P=0992 | X=0306.360-0357.820 | Y=0533.620-0542.940 | XuânThành
P=0992 | X=0111.890-0386.130 | Y=0549.530-0560.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0992 | X=0111.890-0358.280 | Y=0561.050-0572.290 | Lộc - Long Khánh đoạn từ Cầu gió bay đến Hết ranh xã
P=0992 | X=0111.890-0372.990 | Y=0572.570-0583.810 | XuânThành có hiện trạng là đường nhựa, bê tông xi măng:
P=0992 | X=0092.180-0108.820 | Y=0586.210-0595.530 | 163
P=0992 | X=0400.460-0425.510 | Y=0586.210-0595.530 | 1.000
P=0992 | X=0445.610-0462.250 | Y=0586.210-0595.530 | 700
P=0992 | X=0505.390-0522.030 | Y=0586.210-0595.530 | 600
P=0992 | X=0111.890-0342.970 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0992 | X=0111.890-0353.000 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0992 | X=0111.890-0145.410 | Y=0619.150-0630.390 | ≤500m.
P=0992 | X=0111.890-0386.130 | Y=0636.910-0648.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0992 | X=0111.890-0358.280 | Y=0648.430-0659.670 | Lộc - Long Khánh đoạn từ Cầu gió bay đến Hết ranh xã
P=0992 | X=0111.890-0372.990 | Y=0659.950-0671.190 | XuânThành có hiện trạng là đường nhựa, bê tông xi măng:
P=0992 | X=0092.180-0108.820 | Y=0673.590-0682.910 | 164
P=0992 | X=0408.620-0425.260 | Y=0673.590-0682.910 | 800
P=0992 | X=0445.610-0462.250 | Y=0673.590-0682.910 | 560
P=0992 | X=0505.390-0522.030 | Y=0673.590-0682.910 | 480
P=0992 | X=0111.890-0343.440 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0992 | X=0111.890-0365.200 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0992 | X=0111.890-0206.840 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=0993 | X=0111.890-0335.060 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0993 | X=0111.890-0386.130 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0993 | X=0111.890-0358.280 | Y=0107.780-0119.020 | Lộc - Long Khánh đoạn từ Cầu gió bay đến Hết ranh xã
P=0993 | X=0111.890-0372.990 | Y=0119.330-0130.570 | XuânThành có hiện trạng là đường nhựa, bê tông xi măng:
P=0993 | X=0092.180-0108.820 | Y=0132.970-0142.290 | 165
P=0993 | X=0408.620-0425.260 | Y=0132.970-0142.290 | 580
P=0993 | X=0445.610-0462.250 | Y=0132.970-0142.290 | 410
P=0993 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 350
P=0993 | X=0111.890-0353.000 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0993 | X=0111.890-0154.030 | Y=0150.250-0159.570 | >1.000m.
P=0993 | X=0111.890-0335.530 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0993 | X=0111.890-0385.400 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0993 | X=0111.890-0376.060 | Y=0194.930-0206.170 | ra Đường Xuân Lộc - Long Khánh đoạn từ Cầu gió bay đến
P=0993 | X=0111.890-0387.090 | Y=0206.470-0217.710 | Hết ranh xã XuânThành có hiện trạng là đường nhựa, bê tông
P=0993 | X=0111.890-0149.720 | Y=0217.990-0229.230 | xi măng:
P=0993 | X=0092.180-0108.820 | Y=0225.870-0235.190 | 166
P=0993 | X=0408.620-0425.260 | Y=0225.870-0235.190 | 900
P=0993 | X=0445.610-0462.250 | Y=0225.870-0235.190 | 630
P=0993 | X=0505.390-0522.030 | Y=0225.870-0235.190 | 540
P=0993 | X=0111.890-0342.970 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0993 | X=0111.890-0353.000 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0993 | X=0111.890-0145.410 | Y=0264.550-0275.790 | ≤500m.
P=0993 | X=0111.890-0385.400 | Y=0282.340-0293.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0993 | X=0111.890-0376.060 | Y=0293.860-0305.100 | ra Đường Xuân Lộc - Long Khánh đoạn từ Cầu gió bay đến
P=0993 | X=0111.890-0387.090 | Y=0305.380-0316.620 | Hết ranh xã XuânThành có hiện trạng là đường nhựa, bê tông
P=0993 | X=0111.890-0149.720 | Y=0316.900-0328.140 | xi măng:
P=0993 | X=0092.180-0343.440 | Y=0333.420-0345.660 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0993 | X=0408.620-0425.260 | Y=0333.420-0342.740 | 720
P=0993 | X=0445.610-0462.250 | Y=0333.420-0342.740 | 500
P=0993 | X=0505.390-0522.030 | Y=0333.420-0342.740 | 430
P=0993 | X=0111.890-0365.200 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0993 | X=0111.890-0206.840 | Y=0363.220-0374.460 | >500m đến ≤1.000m.
P=0993 | X=0111.890-0335.060 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0993 | X=0111.890-0385.400 | Y=0398.520-0409.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0993 | X=0111.890-0376.060 | Y=0410.040-0421.280 | ra Đường Xuân Lộc - Long Khánh đoạn từ Cầu gió bay đến
P=0993 | X=0111.890-0387.090 | Y=0421.560-0432.800 | Hết ranh xã XuânThành có hiện trạng là đường nhựa, bê tông
